"Dataset","Preprocessing","Var_Selection","PLS_Method","ncomp","R2","RMSE","MAE"
"Dataset 2 with Ref 2","SNV","SR","widekernelpls",6,-5.92106422321004,4.29504382096727,2.95368914021544
"Dataset 2 with Ref 2","SNV","sMC","simpls",2,-15.8357886194025,5.60405820530762,3.86353557393874
"Dataset 2 with Ref 2","SNV","sMC","nipals",2,-31.5558807256854,5.29265024305754,3.61910451726366
"Dataset 2 with Ref 2","SNV","sMC","kernelpls",2,-13.2337655757652,5.71666006815171,4.17310671931494
"Dataset 2 with Ref 2","SNV","sMC","widekernelpls",3,-8.50465119418016,4.25300003903745,3.03625345092804
"Dataset 2 with Ref 2","SNV","UVE","simpls",3,-10.5766966196323,4.71638837987801,3.38661301487236
"Dataset 2 with Ref 2","SNV","UVE","nipals",2,-12.556785754845,5.35833056634523,3.86863789922279
"Dataset 2 with Ref 2","SNV","UVE","kernelpls",1,-15.9878291865452,4.84109017137793,3.53286930088528
"Dataset 2 with Ref 2","SNV","UVE","widekernelpls",2,-6.34706617020691,4.46154133673062,3.29002469521568
"Dataset 2 with Ref 2","SNV","GA","simpls",1,-8.93385173238125,5.30833470242469,3.90672808661961
"Dataset 2 with Ref 2","SNV","GA","nipals",5,-9.73051669218808,5.2726380449283,3.92893408864123
"Dataset 2 with Ref 2","SNV","GA","kernelpls",2,-8.72286600201032,5.24942990757911,3.98219211921068
"Dataset 2 with Ref 2","SNV","GA","widekernelpls",1,-7.70601288806188,5.2222758635131,4.14589095492645
"Dataset 2 with Ref 2","1st_Der","None","simpls",2,0.130384827121448,1.64813188480264,0.927968259191796
"Dataset 2 with Ref 2","1st_Der","None","nipals",2,0.0439091462778504,1.73419270171765,1.00403622143745
"Dataset 2 with Ref 2","1st_Der","None","kernelpls",2,0.145672566926849,1.57431063879556,0.905655868070951
"Dataset 2 with Ref 2","1st_Der","None","widekernelpls",2,0.170734395141687,1.65617334375127,0.931133419625212
"Dataset 2 with Ref 2","1st_Der","VIP","simpls",2,0.13758620204145,1.66029051234486,0.94497478150351
"Dataset 2 with Ref 2","1st_Der","VIP","nipals",2,0.0337506516558979,1.72242317925435,0.954470631157075
"Dataset 2 with Ref 2","1st_Der","VIP","kernelpls",5,0.21324120278026,1.61802005406478,0.914457343417294
"Dataset 2 with Ref 2","1st_Der","VIP","widekernelpls",2,0.19806548737267,1.62360769402821,0.930384281256668
"Dataset 2 with Ref 2","1st_Der","SR","simpls",2,0.124589305240139,1.6130944510255,0.912008247118812
"Dataset 2 with Ref 2","1st_Der","SR","nipals",16,0.0729688558921056,1.72334356083299,0.999648963181467
"Dataset 2 with Ref 2","1st_Der","SR","kernelpls",2,0.195399846149186,1.61900012632696,0.94302530339392
"Dataset 2 with Ref 2","1st_Der","SR","widekernelpls",2,0.0841857311664974,1.71252793012498,0.990641133242613
"Dataset 2 with Ref 2","1st_Der","sMC","simpls",2,0.12532185462093,1.65088863561427,0.964579354647371
"Dataset 2 with Ref 2","1st_Der","sMC","nipals",2,-0.0472976300538812,1.6960652119794,0.9753643245245
"Dataset 2 with Ref 2","1st_Der","sMC","kernelpls",2,0.169823460752847,1.63881660450324,0.94232770888115
"Dataset 2 with Ref 2","1st_Der","sMC","widekernelpls",2,0.14530153301864,1.62290078912381,0.935675858589608
"Dataset 2 with Ref 2","1st_Der","UVE","simpls",2,0.178730956661116,1.66590526681728,0.886119873448332
"Dataset 2 with Ref 2","1st_Der","UVE","nipals",3,0.103486917624742,1.63136591971586,0.961582587104071
"Dataset 2 with Ref 2","1st_Der","UVE","kernelpls",2,0.115770923453121,1.5760460526875,0.948138605311868
"Dataset 2 with Ref 2","1st_Der","UVE","widekernelpls",2,0.00814800010955985,1.59039144338861,0.928066623805356
"Dataset 2 with Ref 2","1st_Der","GA","simpls",2,0.196324674011451,1.58283000539059,0.922406261732216
"Dataset 2 with Ref 2","1st_Der","GA","nipals",2,0.0553056570810413,1.72910461555871,0.994089257309388
"Dataset 2 with Ref 2","1st_Der","GA","kernelpls",2,0.0953904119229598,1.4986578221204,0.899056142443968
"Dataset 2 with Ref 2","1st_Der","GA","widekernelpls",2,0.186674757640449,1.61561314917627,0.914327658116193
"Dataset 2 with Ref 2","2nd_Der","None","simpls",1,0.222009602651357,1.60341030308693,0.913169873930127
"Dataset 2 with Ref 2","2nd_Der","None","nipals",11,0.00277018652763359,1.73127614007426,0.992809545832614
"Dataset 2 with Ref 2","2nd_Der","None","kernelpls",2,0.133585056089172,1.64258547582152,0.982986001832747
"Dataset 2 with Ref 2","2nd_Der","None","widekernelpls",2,0.163959440705986,1.61246685509453,0.968701158919971
"Dataset 2 with Ref 2","2nd_Der","VIP","simpls",2,0.0370916190354214,1.76214324415191,0.978960234706991
"Dataset 2 with Ref 2","2nd_Der","VIP","nipals",16,0.0436365068251559,1.75275925188504,0.972912185393539
"Dataset 2 with Ref 2","2nd_Der","VIP","kernelpls",2,-0.0334929205443023,1.66896317633944,0.950580146311772
"Dataset 2 with Ref 2","2nd_Der","VIP","widekernelpls",2,0.163743709315846,1.65881095870456,0.908347180796594
"Dataset 2 with Ref 2","2nd_Der","SR","simpls",1,0.0720381512878151,1.67913829186336,0.944902435736852
"Dataset 2 with Ref 2","2nd_Der","SR","nipals",1,0.0807103533249484,1.75941228630525,0.95368938481378
"Dataset 2 with Ref 2","2nd_Der","SR","kernelpls",1,0.103539912837161,1.67760625550769,0.925278848344774
"Dataset 2 with Ref 2","2nd_Der","SR","widekernelpls",1,0.155713554441456,1.65356344119568,0.921170538726543
"Dataset 2 with Ref 2","2nd_Der","sMC","simpls",2,0.11970995435496,1.62837345024264,0.9639961000391
"Dataset 2 with Ref 2","2nd_Der","sMC","nipals",10,-0.0819767791761168,1.70561503670009,1.00432833138468
"Dataset 2 with Ref 2","2nd_Der","sMC","kernelpls",2,0.124106942830651,1.67606124661663,0.972351969059886
"Dataset 2 with Ref 2","2nd_Der","sMC","widekernelpls",2,0.143033446272097,1.68088815840948,0.952508402363016
"Dataset 2 with Ref 2","2nd_Der","UVE","simpls",3,0.0531279683499156,1.70925296127515,1.02672287867201
"Dataset 2 with Ref 2","2nd_Der","UVE","nipals",13,0.0193652840736017,1.77201427889388,1.07370559020667
"Dataset 2 with Ref 2","2nd_Der","UVE","kernelpls",2,0.0613751576753425,1.68949686789396,1.04232683005485
"Dataset 2 with Ref 2","2nd_Der","UVE","widekernelpls",2,-0.194334602121219,1.71444089489333,1.04415121032341
"Dataset 2 with Ref 2","2nd_Der","GA","simpls",1,0.0822660223096214,1.63479535417346,0.94925532282793
"Dataset 2 with Ref 2","2nd_Der","GA","nipals",9,0.0543207080831517,1.72629663259488,1.00759469512332
"Dataset 2 with Ref 2","2nd_Der","GA","kernelpls",1,-0.0263012582842739,1.56407036078219,0.93564748192381
"Dataset 2 with Ref 2","2nd_Der","GA","widekernelpls",1,0.142042516580107,1.65502488706346,0.936742952405711
"Dataset 2 with Ref 2","EMSC","None","simpls",1,-0.0332598520909465,1.80640494935506,1.06462647713388
"Dataset 2 with Ref 2","EMSC","None","nipals",5,-0.0361498105611933,1.76677512122502,1.04719195855811
"Dataset 2 with Ref 2","EMSC","None","kernelpls",1,-0.0949417507124285,1.80217423336285,1.06340146195629
"Dataset 2 with Ref 2","EMSC","None","widekernelpls",1,-0.0580708124680346,1.76492812361205,1.01806295342284
"Dataset 2 with Ref 2","EMSC","VIP","simpls",13,-97566.1905533458,562.539779455378,382.819426039285
"Dataset 2 with Ref 2","EMSC","VIP","nipals",3,-145261.707632516,586.014092339807,405.374892287998
"Dataset 2 with Ref 2","EMSC","VIP","kernelpls",16,-95484.5341666183,432.364785292545,298.284561044786
"Dataset 2 with Ref 2","EMSC","VIP","widekernelpls",8,-66985.5659831076,330.436197765421,238.827298667346
"Dataset 2 with Ref 2","EMSC","SR","simpls",3,-93.9211754519569,12.0052507442374,8.79266577581296
"Dataset 2 with Ref 2","EMSC","SR","nipals",2,-39.6411924639491,10.1490970043392,8.12516390510399
"Dataset 2 with Ref 2","EMSC","SR","kernelpls",3,-34.9831005970626,10.5635443245937,8.01058486884981
"Dataset 2 with Ref 2","EMSC","SR","widekernelpls",3,-69.5316189861542,12.0735132527327,8.7688804239823
"Dataset 2 with Ref 2","EMSC","sMC","simpls",1,-5003.77333275858,70.3990821717328,53.1272648587554
"Dataset 2 with Ref 2","EMSC","sMC","nipals",1,-1330.08635109358,39.0737675928264,31.6037053201203
"Dataset 2 with Ref 2","EMSC","sMC","kernelpls",20,-3400.66791386591,77.1243064161266,51.7430121001225
"Dataset 2 with Ref 2","EMSC","sMC","widekernelpls",14,-580.401259750359,42.5366576829376,29.9318063220093
"Dataset 2 with Ref 2","EMSC","UVE","simpls",7,-3607.8892970421,66.3051793211533,47.2177603172413
"Dataset 2 with Ref 2","EMSC","UVE","nipals",3,-1407.04068507629,56.3595007083958,45.194476900239
"Dataset 2 with Ref 2","EMSC","UVE","kernelpls",2,-1172.70547392135,43.3600042275874,31.8275829294316
"Dataset 2 with Ref 2","EMSC","UVE","widekernelpls",10,-2492.91229593446,59.5533762582787,40.797529849116
"Dataset 2 with Ref 2","EMSC","GA","simpls",2,-432.848717058146,35.8680116800496,27.0792612232184
"Dataset 2 with Ref 2","EMSC","GA","nipals",11,-378.093561918504,31.1407044639671,23.7293411277409
"Dataset 2 with Ref 2","EMSC","GA","kernelpls",5,-331.069668328352,30.1971860552767,23.9084808702592
"Dataset 2 with Ref 2","EMSC","GA","widekernelpls",10,-325.397972029809,29.766865203237,22.8967117612499
"Dataset 2 with Ref 2","RNV","None","simpls",2,-6.54942067338713,3.67307546734018,2.39959457629524
"Dataset 2 with Ref 2","RNV","None","nipals",2,-293540.0623399,878.766513933332,580.108531720023
"Dataset 2 with Ref 2","RNV","None","kernelpls",2,-11.6076360073401,4.11356496970575,2.94394769371002
"Dataset 2 with Ref 2","RNV","None","widekernelpls",7,-2.26371584023542,3.21602393375851,2.16829685148495
"Dataset 2 with Ref 2","RNV","VIP","simpls",2,0.120317872036775,1.6749903841558,0.97424642778919
"Dataset 2 with Ref 2","RNV","VIP","nipals",5,-264730.008457381,809.966603541346,536.342074161914
"Dataset 2 with Ref 2","RNV","VIP","kernelpls",2,0.0913899665451869,1.7327478278966,0.955663752646525
"Dataset 2 with Ref 2","RNV","VIP","widekernelpls",2,0.119498487040619,1.68034023030213,0.950981902687251
"Dataset 2 with Ref 2","RNV","SR","simpls",2,-1.88510160331535,2.8552961621645,2.02130354808068
"Dataset 2 with Ref 2","RNV","SR","nipals",3,-298217.855196986,871.605415241557,568.307478128943
"Dataset 2 with Ref 2","RNV","SR","kernelpls",2,-2.17548196189585,2.69576645359001,1.78226286406019
"Dataset 2 with Ref 2","RNV","SR","widekernelpls",2,-1.10850871728393,2.58747448956986,1.8454404920472
"Dataset 2 with Ref 2","RNV","sMC","simpls",2,-3.23297100295018,3.36701082564998,2.23604785232651
"Dataset 2 with Ref 2","RNV","sMC","nipals",2,-350402.718096741,818.770861804957,548.398297441665
"Dataset 2 with Ref 2","RNV","sMC","kernelpls",1,-7.87757457102701,4.18714737743756,2.83004223030831
"Dataset 2 with Ref 2","RNV","sMC","widekernelpls",8,-3.88997313066109,3.72913254467275,2.55155526056807
"Dataset 2 with Ref 2","RNV","UVE","simpls",2,-5.01106917155005,4.22183863962959,2.87215543488355
"Dataset 2 with Ref 2","RNV","UVE","nipals",1,-180538.987734595,626.591214170967,421.268658415138
"Dataset 2 with Ref 2","RNV","UVE","kernelpls",2,-6.84176306811783,3.77870876678787,2.69969182911392
"Dataset 2 with Ref 2","RNV","UVE","widekernelpls",1,-11.86506789728,4.95794822189277,3.65942760579268
"Dataset 2 with Ref 2","RNV","GA","simpls",2,0.10208101881821,1.66614981102455,0.996426364587749
"Dataset 2 with Ref 2","RNV","GA","nipals",4,-53278.1184149859,392.217191417559,249.961744586233
"Dataset 2 with Ref 2","RNV","GA","kernelpls",2,0.14033108417168,1.68072258319485,1.00257082692586
"Dataset 2 with Ref 2","RNV","GA","widekernelpls",2,0.0726759104539665,1.67394068757561,1.02010659521515
"Dataset 2 with Ref 3","Raw","None","simpls",3,0.407856823493031,0.158681954315209,0.1123176803216
"Dataset 2 with Ref 3","Raw","None","nipals",3,-14.0097047522067,0.765241993875465,0.583185266010405
"Dataset 2 with Ref 3","Raw","None","kernelpls",2,0.332688872050402,0.169605051136718,0.118635377750171
"Dataset 2 with Ref 3","Raw","None","widekernelpls",3,0.401993783830926,0.160614816009938,0.113290135321459
"Dataset 2 with Ref 3","Raw","VIP","simpls",2,0.38599829744182,0.164263500025505,0.115595212412209
"Dataset 2 with Ref 3","Raw","VIP","nipals",4,-9.75552203437432,0.650564415494911,0.541810280601811
"Dataset 2 with Ref 3","Raw","VIP","kernelpls",2,0.356422255538658,0.166337455297033,0.115707858291114
"Dataset 2 with Ref 3","Raw","VIP","widekernelpls",2,0.408200635029337,0.159150105105698,0.114015708789928
"Dataset 2 with Ref 3","Raw","SR","simpls",1,0.313100797420564,0.169822616495047,0.120453172034673
"Dataset 2 with Ref 3","Raw","SR","nipals",2,-6.25424479216569,0.546656188502687,0.41567903646546
"Dataset 2 with Ref 3","Raw","SR","kernelpls",3,0.28157551279335,0.173227782951189,0.122718191456873
"Dataset 2 with Ref 3","Raw","SR","widekernelpls",1,0.341939717115192,0.167726028496093,0.119588312600788
"Dataset 2 with Ref 3","Raw","sMC","simpls",2,0.334802183101131,0.167159347315991,0.117245870564748
"Dataset 2 with Ref 3","Raw","sMC","nipals",6,-13.953918177938,0.747030332653752,0.573730739538196
"Dataset 2 with Ref 3","Raw","sMC","kernelpls",3,0.366454830311789,0.164254318421787,0.113307922191693
"Dataset 2 with Ref 3","Raw","sMC","widekernelpls",2,0.330958748139692,0.169395065396345,0.117332181616097
"Dataset 2 with Ref 3","Raw","UVE","simpls",3,0.357219387916289,0.163352717454019,0.115663809305698
"Dataset 2 with Ref 3","Raw","UVE","nipals",11,-2.46208017351347,0.374699125726672,0.284542666996655
"Dataset 2 with Ref 3","Raw","UVE","kernelpls",1,0.313199274028075,0.170754329451498,0.122604156064764
"Dataset 2 with Ref 3","Raw","UVE","widekernelpls",3,0.259181477925863,0.175669037587862,0.123628135967165
"Dataset 2 with Ref 3","Raw","GA","simpls",2,0.316592704202195,0.164600566034503,0.118837299402663
"Dataset 2 with Ref 3","Raw","GA","nipals",2,0.0474417279766694,0.201546821704927,0.151620726559009
"Dataset 2 with Ref 3","Raw","GA","kernelpls",3,0.433542404737556,0.15809021618289,0.113485193443302
"Dataset 2 with Ref 3","Raw","GA","widekernelpls",4,0.44061301063292,0.154950932766174,0.110458466183038
"Dataset 2 with Ref 3","SNV","None","simpls",8,-3.41857630549683,0.419369639660089,0.365559501298897
"Dataset 2 with Ref 3","SNV","None","nipals",1,-64.9700518911268,1.66116085746672,1.11949453279805
"Dataset 2 with Ref 3","SNV","None","kernelpls",2,-3.45508999623192,0.417993119677459,0.373145900805062
"Dataset 2 with Ref 3","SNV","None","widekernelpls",2,-4.36851592904804,0.437840043709558,0.39299792221541
"Dataset 2 with Ref 3","SNV","VIP","simpls",2,-3.4781987463723,0.422806125678371,0.386927025568399
"Dataset 2 with Ref 3","SNV","VIP","nipals",1,-59.5287827451581,1.6165760887836,1.0870521668036
"Dataset 2 with Ref 3","SNV","VIP","kernelpls",5,-4.40264097072069,0.477208321226146,0.438897884713352
"Dataset 2 with Ref 3","SNV","VIP","widekernelpls",5,-4.77967094789416,0.490233358086695,0.457439696567129
"Dataset 2 with Ref 3","SNV","SR","simpls",3,0.133870042543843,0.194349924810488,0.15992793559388
"Dataset 2 with Ref 3","SNV","SR","nipals",1,-25.0530920359676,1.03387925628951,0.666655443414837
"Dataset 2 with Ref 3","SNV","SR","kernelpls",4,-0.013848634365728,0.187166826844593,0.148281460552911
"Dataset 2 with Ref 3","SNV","SR","widekernelpls",3,-0.16559534225927,0.206273274684294,0.171655042327334
"Dataset 2 with Ref 3","SNV","sMC","simpls",2,-4.60302624475932,0.442663402132238,0.398585719618506
"Dataset 2 with Ref 3","SNV","sMC","nipals",1,-58.90282882466,1.56143906660521,1.02652375639299
"Dataset 2 with Ref 3","SNV","sMC","kernelpls",2,-3.47788002155002,0.420140595863401,0.357357738864977
"Dataset 2 with Ref 3","SNV","sMC","widekernelpls",3,-3.69651864887528,0.444481684625978,0.377268972610062
"Dataset 2 with Ref 3","SNV","UVE","simpls",5,-3.71082695654203,0.440999428269013,0.387204232835774
"Dataset 2 with Ref 3","SNV","UVE","nipals",1,-51.0969363798061,1.44002964624724,0.979279303524376
"Dataset 2 with Ref 3","SNV","UVE","kernelpls",6,-5.11111247147872,0.463981134381986,0.419751730288351
"Dataset 2 with Ref 3","SNV","UVE","widekernelpls",5,-3.75877731054232,0.434672322869062,0.391527367706977
"Dataset 2 with Ref 3","SNV","GA","simpls",3,-7.70997045140565,0.542355044229193,0.494731089855289
"Dataset 2 with Ref 3","SNV","GA","nipals",2,-8.97460432587041,0.642510658330853,0.55059256538567
"Dataset 2 with Ref 3","SNV","GA","kernelpls",3,-7.1365027652988,0.549938081219173,0.496791949377771
"Dataset 2 with Ref 3","SNV","GA","widekernelpls",5,-6.61526702253759,0.549350925453442,0.49935931909493
"Dataset 2 with Ref 3","1st_Der","None","simpls",2,0.410895839992607,0.161472696225904,0.116458668109335
"Dataset 2 with Ref 3","1st_Der","None","nipals",2,0.345446938513892,0.168318899795776,0.118515362358352
"Dataset 2 with Ref 3","1st_Der","None","kernelpls",2,0.389352749765727,0.161560986089796,0.116360749311946
"Dataset 2 with Ref 3","1st_Der","None","widekernelpls",2,0.342501728003175,0.168034078416145,0.119580430417852
"Dataset 2 with Ref 3","1st_Der","VIP","simpls",2,0.417835195756551,0.157547154085104,0.110567376536703
"Dataset 2 with Ref 3","1st_Der","VIP","nipals",2,0.306021739663483,0.171552498173813,0.120725664048111
"Dataset 2 with Ref 3","1st_Der","VIP","kernelpls",2,0.411927460546018,0.158339183488983,0.113022862545586
"Dataset 2 with Ref 3","1st_Der","VIP","widekernelpls",2,0.326168015767755,0.16971867983025,0.120501450809847
"Dataset 2 with Ref 3","1st_Der","SR","simpls",1,0.413713241930886,0.16091351955007,0.115820658295446
"Dataset 2 with Ref 3","1st_Der","SR","nipals",2,0.28989002116868,0.169605759509788,0.123151540100202
"Dataset 2 with Ref 3","1st_Der","SR","kernelpls",1,0.423529409305321,0.157537098320415,0.112073858402054
"Dataset 2 with Ref 3","1st_Der","SR","widekernelpls",1,0.401144498114517,0.159097375568435,0.113705178935885
"Dataset 2 with Ref 3","1st_Der","sMC","simpls",2,0.291899229513584,0.171950948585994,0.122862257447396
"Dataset 2 with Ref 3","1st_Der","sMC","nipals",6,0.349236224189139,0.166033161181543,0.120794332473126
"Dataset 2 with Ref 3","1st_Der","sMC","kernelpls",2,0.352436060371376,0.164221061504531,0.114963621781742
"Dataset 2 with Ref 3","1st_Der","sMC","widekernelpls",2,0.417298471678739,0.156610884965468,0.11093754166441
"Dataset 2 with Ref 3","1st_Der","UVE","simpls",2,0.41766655496114,0.157614974178386,0.111331383877899
"Dataset 2 with Ref 3","1st_Der","UVE","nipals",2,0.357039136360573,0.167728031078485,0.120879251083511
"Dataset 2 with Ref 3","1st_Der","UVE","kernelpls",1,0.401183332824142,0.160765776606339,0.115835169786798
"Dataset 2 with Ref 3","1st_Der","UVE","widekernelpls",1,0.397080857188985,0.159346097373402,0.113452382724656
"Dataset 2 with Ref 3","1st_Der","GA","simpls",2,0.462257930627067,0.152229953375839,0.10960727649795
"Dataset 2 with Ref 3","1st_Der","GA","nipals",3,0.329314536996754,0.171616704166733,0.123965257719213
"Dataset 2 with Ref 3","1st_Der","GA","kernelpls",3,0.351037284845031,0.159272105132913,0.113701168823209
"Dataset 2 with Ref 3","1st_Der","GA","widekernelpls",2,0.439938892348312,0.155346191656054,0.109678336743649
"Dataset 2 with Ref 3","2nd_Der","None","simpls",2,0.425307753527367,0.156012708635965,0.110230923081807
"Dataset 2 with Ref 3","2nd_Der","None","nipals",16,0.345441645678844,0.166777912108108,0.122931555810158
"Dataset 2 with Ref 3","2nd_Der","None","kernelpls",2,0.294711879484474,0.172521995171897,0.122663980209037
"Dataset 2 with Ref 3","2nd_Der","None","widekernelpls",2,0.402997610342663,0.159751557047431,0.114784707276196
"Dataset 2 with Ref 3","2nd_Der","VIP","simpls",2,0.432160359603063,0.154686362450202,0.110066541788747
"Dataset 2 with Ref 3","2nd_Der","VIP","nipals",15,0.229181620946304,0.178580814427733,0.126104961899877
"Dataset 2 with Ref 3","2nd_Der","VIP","kernelpls",2,0.409368019247852,0.157490767005962,0.114237225445701
"Dataset 2 with Ref 3","2nd_Der","VIP","widekernelpls",7,0.373280941960732,0.162634517496108,0.116645510099697
"Dataset 2 with Ref 3","2nd_Der","SR","simpls",5,0.3682125868979,0.16474530070211,0.118745750619082
"Dataset 2 with Ref 3","2nd_Der","SR","nipals",5,0.294426811622778,0.175569837747653,0.124517451873323
"Dataset 2 with Ref 3","2nd_Der","SR","kernelpls",1,0.389503953307588,0.162570108565473,0.113567231450043
"Dataset 2 with Ref 3","2nd_Der","SR","widekernelpls",3,0.391756767026556,0.161676388380674,0.116583265743416
"Dataset 2 with Ref 3","2nd_Der","sMC","simpls",2,0.370281668957032,0.162594001676202,0.116135732791594
"Dataset 2 with Ref 3","2nd_Der","sMC","nipals",20,0.321152698894688,0.171712698148209,0.122921520315108
"Dataset 2 with Ref 3","2nd_Der","sMC","kernelpls",2,0.40514920646257,0.159977279927909,0.113944641302668
"Dataset 2 with Ref 3","2nd_Der","sMC","widekernelpls",2,0.456698123703,0.153949432014338,0.108426204505125
"Dataset 2 with Ref 3","2nd_Der","UVE","simpls",2,0.385330775042767,0.161289212932712,0.113623780212157
"Dataset 2 with Ref 3","2nd_Der","UVE","nipals",14,0.347420975116144,0.168295540721739,0.123659121743275
"Dataset 2 with Ref 3","2nd_Der","UVE","kernelpls",1,0.417681951865168,0.158904284697872,0.110831638111489
"Dataset 2 with Ref 3","2nd_Der","UVE","widekernelpls",1,0.35787049078869,0.165766722020433,0.116700915522392
"Dataset 2 with Ref 3","2nd_Der","GA","simpls",5,0.331253417417523,0.169553506600223,0.118723993083194
"Dataset 2 with Ref 3","2nd_Der","GA","nipals",5,0.293507420518289,0.175053378733974,0.125664717081247
"Dataset 2 with Ref 3","2nd_Der","GA","kernelpls",1,0.32188834506276,0.170395965951286,0.123590911979049
"Dataset 2 with Ref 3","2nd_Der","GA","widekernelpls",5,0.34703533567665,0.166263529550948,0.116632586352435
"Dataset 2 with Ref 3","EMSC","None","simpls",1,0.137199299228572,0.189607566289369,0.13624835693415
"Dataset 2 with Ref 3","EMSC","None","nipals",9,-3.67960730984777,0.419743167393578,0.220676979067452
"Dataset 2 with Ref 3","EMSC","None","kernelpls",1,0.151009215823526,0.190553911238949,0.136569333418487
"Dataset 2 with Ref 3","EMSC","None","widekernelpls",1,0.170130030473843,0.188572214539287,0.13335253744469
"Dataset 2 with Ref 3","EMSC","VIP","simpls",20,-14271.8460604793,22.1895415412577,18.3572053859587
"Dataset 2 with Ref 3","EMSC","VIP","nipals",4,-162262.909424294,59.6986358966796,50.2727036252051
"Dataset 2 with Ref 3","EMSC","VIP","kernelpls",19,-89943.8325915115,50.9237379224158,43.633334805878
"Dataset 2 with Ref 3","EMSC","VIP","widekernelpls",11,-47313.9360019171,42.5114331161428,33.3524280014699
"Dataset 2 with Ref 3","EMSC","SR","simpls",12,-4462.39261421668,13.9454980609728,11.9061888434448
"Dataset 2 with Ref 3","EMSC","SR","nipals",6,-9334.82878279925,19.0932242255469,16.0568743882226
"Dataset 2 with Ref 3","EMSC","SR","kernelpls",20,-2272.95845913044,9.86985185684227,8.08793848804699
"Dataset 2 with Ref 3","EMSC","SR","widekernelpls",17,-6699.03401610543,15.2149786653549,11.4010945757455
"Dataset 2 with Ref 3","EMSC","sMC","simpls",1,-201.202501236213,2.84493057143043,2.22523251875652
"Dataset 2 with Ref 3","EMSC","sMC","nipals",1,-753.763690122627,4.25946100017026,3.61718511811341
"Dataset 2 with Ref 3","EMSC","sMC","kernelpls",7,-342.302753667744,3.35152235052359,2.75141289556789
"Dataset 2 with Ref 3","EMSC","sMC","widekernelpls",10,-289.88114423457,3.18279743794175,2.45194533665575
"Dataset 2 with Ref 3","EMSC","UVE","simpls",20,-10485.5875729041,20.1628693976747,16.5118901446543
"Dataset 2 with Ref 3","EMSC","UVE","nipals",6,-6119.91587887401,14.2437227624273,12.6962341756691
"Dataset 2 with Ref 3","EMSC","UVE","kernelpls",13,-50963.0845604516,37.7819898426762,28.5531882672863
"Dataset 2 with Ref 3","EMSC","UVE","widekernelpls",16,-41910.3939853233,31.5533477809947,26.5496692784959
"Dataset 2 with Ref 3","EMSC","GA","simpls",1,-9.82042965653978,0.608727886874213,0.458862332805174
"Dataset 2 with Ref 3","EMSC","GA","nipals",1,-10.4460674238274,0.613705908627872,0.468451649553254
"Dataset 2 with Ref 3","EMSC","GA","kernelpls",1,-10.949820772291,0.656951689781101,0.469350263830472
"Dataset 2 with Ref 3","EMSC","GA","widekernelpls",1,-9.01744755289581,0.646616277899612,0.535503491393422
"Dataset 2 with Ref 3","RNV","None","simpls",6,-5.00236549037211,0.471446059543102,0.343419675645868
"Dataset 2 with Ref 3","RNV","None","nipals",6,-22560496.6982009,947.132014899952,710.768876072902
"Dataset 2 with Ref 3","RNV","None","kernelpls",2,-2.51546959531584,0.368510641530309,0.25607799741506
"Dataset 2 with Ref 3","RNV","None","widekernelpls",2,-2.92920846705893,0.384599323064577,0.289972974508612
"Dataset 2 with Ref 3","RNV","VIP","simpls",2,0.336303497562557,0.168267539115089,0.118988363155251
"Dataset 2 with Ref 3","RNV","VIP","nipals",5,-23524984.5463673,938.276725736044,699.353093740398
"Dataset 2 with Ref 3","RNV","VIP","kernelpls",2,0.351551629074092,0.165557305684338,0.113876325216669
"Dataset 2 with Ref 3","RNV","VIP","widekernelpls",7,0.225925000638229,0.180654873703073,0.128243146575299
"Dataset 2 with Ref 3","RNV","SR","simpls",1,0.239663779489616,0.182217168439198,0.124334223268544
"Dataset 2 with Ref 3","RNV","SR","nipals",9,-11167687.1554935,658.19944270011,521.804289386341
"Dataset 2 with Ref 3","RNV","SR","kernelpls",2,0.231680895864008,0.181252615611192,0.120853108018002
"Dataset 2 with Ref 3","RNV","SR","widekernelpls",5,0.263208174129191,0.177483255087513,0.11979990984912
"Dataset 2 with Ref 3","RNV","sMC","simpls",3,-4.24790489762418,0.438697892464145,0.322507941014195
"Dataset 2 with Ref 3","RNV","sMC","nipals",1,-19919070.4079632,931.780330174285,730.835582792299
"Dataset 2 with Ref 3","RNV","sMC","kernelpls",3,-4.66670008123956,0.44278364668598,0.356652950922561
"Dataset 2 with Ref 3","RNV","sMC","widekernelpls",8,-1.29359252304823,0.284305334708307,0.200296278561664
"Dataset 2 with Ref 3","RNV","UVE","simpls",2,-0.838773190691621,0.259096906217004,0.191206493029604
"Dataset 2 with Ref 3","RNV","UVE","nipals",1,-18177826.5204077,867.132302856599,656.849332986209
"Dataset 2 with Ref 3","RNV","UVE","kernelpls",2,-2.3847267437532,0.366697736633647,0.274165451457011
"Dataset 2 with Ref 3","RNV","UVE","widekernelpls",4,-4.98040818726555,0.455377475606418,0.380954800342205
"Dataset 2 with Ref 3","RNV","GA","simpls",2,0.410904771781774,0.158829144422626,0.112766406751254
"Dataset 2 with Ref 3","RNV","GA","nipals",1,-2048635.70745131,284.790865854908,224.936702001438
"Dataset 2 with Ref 3","RNV","GA","kernelpls",2,0.413706957205763,0.158458116940407,0.114043242740929
"Dataset 2 with Ref 3","RNV","GA","widekernelpls",2,0.376818745037643,0.163224079113641,0.116984026316182
