"Dataset","Preprocessing","Var_Selection","PLS_Method","ncomp","R2","RMSE","MAE"
"Dataset 1 with Ref 2","EMSC","VIP","widekernelpls",5,-144.643431270043,17.3387175924069,13.1395333832977
"Dataset 1 with Ref 2","EMSC","SR","simpls",4,-3.25353101805231,3.74913003819613,2.44686723019424
"Dataset 1 with Ref 2","EMSC","SR","nipals",3,-4.59919182647022,3.82481898201602,2.52007667307749
"Dataset 1 with Ref 2","EMSC","SR","kernelpls",3,-5.33693035762269,3.84467201859331,2.63616871990866
"Dataset 1 with Ref 2","EMSC","SR","widekernelpls",4,-7.61119212300714,3.95896921418872,2.79590811166895
"Dataset 1 with Ref 2","EMSC","sMC","simpls",1,-34.6393697015671,9.08699995228802,7.14321629757845
"Dataset 1 with Ref 2","EMSC","sMC","nipals",1,-58.4127854798949,10.8793166157915,8.18832837714142
"Dataset 1 with Ref 2","EMSC","sMC","kernelpls",10,-23.2348756316599,8.06982219963629,6.38966258294824
"Dataset 1 with Ref 2","EMSC","sMC","widekernelpls",9,-45.2237333945737,9.18960883439762,6.78341347288769
"Dataset 1 with Ref 2","EMSC","UVE","simpls",5,-2.4349979956046,2.35324583655812,1.60350056496798
"Dataset 1 with Ref 2","EMSC","UVE","nipals",3,-1.37189731765455,2.41134816882842,1.76529239719788
"Dataset 1 with Ref 2","EMSC","UVE","kernelpls",3,-0.964510510952796,2.06662354750029,1.53654953231029
"Dataset 1 with Ref 2","EMSC","UVE","widekernelpls",5,-0.461034923306654,2.1524743009229,1.54588040744532
"Dataset 1 with Ref 2","EMSC","GA","simpls",1,-189.781781327553,20.3766497777625,15.8498637464543
"Dataset 1 with Ref 2","EMSC","GA","nipals",12,-304.335189214289,29.7313443904276,19.9793814611926
"Dataset 1 with Ref 2","EMSC","GA","kernelpls",6,-105.833651576905,17.7511527462534,13.7532298107283
"Dataset 1 with Ref 2","EMSC","GA","widekernelpls",1,-91.1269719755675,14.9023286922282,11.4337010094266
"Dataset 1 with Ref 2","RNV","None","simpls",2,-0.110359840785733,1.81575140426964,1.16384794882675
"Dataset 1 with Ref 2","RNV","None","nipals",2,-8329276.34850302,4376.55486937659,2969.07084862513
"Dataset 1 with Ref 2","RNV","None","kernelpls",3,0.0279072421773167,1.76670589218049,1.04824591512159
"Dataset 1 with Ref 2","RNV","None","widekernelpls",5,-0.106294187005487,1.72959581952172,1.06509350925965
"Dataset 1 with Ref 2","RNV","VIP","simpls",2,0.125141259581423,1.7104547174695,1.03721527159668
"Dataset 1 with Ref 2","RNV","VIP","nipals",2,-14424179.7700712,4394.8840554741,2866.41470503458
"Dataset 1 with Ref 2","RNV","VIP","kernelpls",3,-0.0710821199944975,1.88400026146599,1.14840549675275
"Dataset 1 with Ref 2","RNV","VIP","widekernelpls",2,0.00459211319568826,1.59221842091007,0.941220634315329
"Dataset 1 with Ref 2","RNV","SR","simpls",3,0.0454854908386596,1.74217684033291,1.06140623820348
"Dataset 1 with Ref 2","RNV","SR","nipals",2,-13099053.2431408,3679.89341616296,2595.14290609214
"Dataset 1 with Ref 2","RNV","SR","kernelpls",3,-0.12700348228702,1.78606570110505,1.12988284954873
"Dataset 1 with Ref 2","RNV","SR","widekernelpls",4,0.0284187768626698,1.71043695367696,1.0637288191955
"Dataset 1 with Ref 2","RNV","sMC","simpls",2,-0.345202053133833,1.77588369528258,1.12768388205458
"Dataset 1 with Ref 2","RNV","sMC","nipals",2,-6126792.44999414,4376.59666844031,2943.2237841628
"Dataset 1 with Ref 2","RNV","sMC","kernelpls",3,0.0697828378092493,1.70177783667767,1.01700107109815
"Dataset 1 with Ref 2","RNV","sMC","widekernelpls",3,-0.378702029889245,1.82643421141026,1.13859070457581
"Dataset 1 with Ref 2","RNV","UVE","simpls",2,0.133102901688788,1.63534093587215,0.938088426906438
"Dataset 1 with Ref 2","RNV","UVE","nipals",2,-3202435.30383204,2959.64896323617,2016.00928031539
"Dataset 1 with Ref 2","RNV","UVE","kernelpls",2,-0.00271030943697712,1.69537175597247,0.963681432173724
"Dataset 1 with Ref 2","RNV","UVE","widekernelpls",2,0.0922126989409557,1.6971540453314,0.959680208313749
"Dataset 1 with Ref 2","RNV","GA","simpls",3,0.0268257271798525,1.80001612256533,1.12080138434343
"Dataset 1 with Ref 2","RNV","GA","nipals",2,-999700.134836976,1660.97307550067,1124.19969285994
"Dataset 1 with Ref 2","RNV","GA","kernelpls",4,-0.0675562839750952,1.83461047906655,1.13518819513119
"Dataset 1 with Ref 2","RNV","GA","widekernelpls",2,-0.38506314379279,1.8179515814514,1.13740602442054
"Dataset 1 with Ref 3","Raw","None","simpls",4,0.381375036536226,0.158343778595674,0.114905763525764
"Dataset 1 with Ref 3","Raw","None","nipals",2,-33.4485800530749,1.20435249695785,0.956083628783272
"Dataset 1 with Ref 3","Raw","None","kernelpls",4,0.337424184070256,0.165303313201434,0.118036416136826
"Dataset 1 with Ref 3","Raw","None","widekernelpls",4,0.213753911917912,0.176721291696045,0.127747280538399
"Dataset 1 with Ref 3","Raw","VIP","simpls",2,0.430110571786835,0.154802989895499,0.10853873481192
"Dataset 1 with Ref 3","Raw","VIP","nipals",2,-32.8266023832547,1.16690650105544,0.913479857640636
"Dataset 1 with Ref 3","Raw","VIP","kernelpls",3,0.430170578738632,0.155521519075778,0.109701407967368
"Dataset 1 with Ref 3","Raw","VIP","widekernelpls",3,0.456688429248858,0.152905109427938,0.108321729787773
"Dataset 1 with Ref 3","Raw","SR","simpls",1,0.309705796786734,0.172058690745739,0.12025839224656
"Dataset 1 with Ref 3","Raw","SR","nipals",1,0.312569312174251,0.171306362831497,0.121760961770181
"Dataset 1 with Ref 3","Raw","SR","kernelpls",1,0.265157038695494,0.173773119517962,0.123405284849391
"Dataset 1 with Ref 3","Raw","SR","widekernelpls",1,0.278567219995659,0.173973308096764,0.122196278090244
"Dataset 1 with Ref 3","Raw","sMC","simpls",3,0.413004314301028,0.158062699458777,0.114952192602064
"Dataset 1 with Ref 3","Raw","sMC","nipals",2,-30.5124349819121,1.13966267722369,0.895181152031682
"Dataset 1 with Ref 3","Raw","sMC","kernelpls",4,0.30554336972689,0.172613145222334,0.119463970677229
"Dataset 1 with Ref 3","Raw","sMC","widekernelpls",3,0.436979228560296,0.156552995589668,0.1135638927707
"Dataset 1 with Ref 3","Raw","UVE","simpls",8,0.400307214509681,0.160634296640947,0.117118300065239
"Dataset 1 with Ref 3","Raw","UVE","nipals",11,-5.18647176428489,0.485866226164338,0.362868483582232
"Dataset 1 with Ref 3","Raw","UVE","kernelpls",10,0.343840843484825,0.164880800056911,0.118796516075652
"Dataset 1 with Ref 3","Raw","UVE","widekernelpls",1,0.315663743687211,0.170140926699146,0.12238647917454
"Dataset 1 with Ref 3","Raw","GA","simpls",2,0.38447892351269,0.160381284707667,0.116332548226769
"Dataset 1 with Ref 3","Raw","GA","nipals",2,-2.82759456196127,0.389883471177628,0.292792768736734
"Dataset 1 with Ref 3","Raw","GA","kernelpls",4,0.344348279834759,0.16514410458635,0.118077826692853
"Dataset 1 with Ref 3","Raw","GA","widekernelpls",3,0.425892492313189,0.157192953746485,0.110450843268075
"Dataset 1 with Ref 3","SNV","None","simpls",4,-0.243960837401705,0.230969642395864,0.176493528356989
"Dataset 1 with Ref 3","SNV","None","nipals",1,-159.372968849331,2.51945796825811,1.67982804747924
"Dataset 1 with Ref 3","SNV","None","kernelpls",7,-1.37068790066402,0.301799613646896,0.246205631473869
"Dataset 1 with Ref 3","SNV","None","widekernelpls",11,-0.357490393867719,0.242737104961274,0.197612482257704
"Dataset 1 with Ref 3","SNV","VIP","simpls",7,-0.33394389960556,0.224541089012821,0.185237821185575
"Dataset 1 with Ref 3","SNV","VIP","nipals",1,-190.4001125694,2.44512301348526,1.69250391692839
"Dataset 1 with Ref 3","SNV","VIP","kernelpls",10,-0.361301379671181,0.232847321938465,0.172533083626725
"Dataset 1 with Ref 3","SNV","VIP","widekernelpls",10,0.0295068228539611,0.202234021558695,0.156700397312616
"Dataset 1 with Ref 3","SNV","SR","simpls",7,0.340321732581615,0.163279964100077,0.118690876081232
"Dataset 1 with Ref 3","SNV","SR","nipals",1,-136.562536102048,2.30349061511782,1.47326918163633
"Dataset 1 with Ref 3","SNV","SR","kernelpls",7,0.196238234615423,0.179824032359948,0.130650102610903
"Dataset 1 with Ref 3","SNV","SR","widekernelpls",7,0.296980082203854,0.169271560444998,0.127719434583157
"Dataset 1 with Ref 3","SNV","sMC","simpls",1,-1.19821083186721,0.286879721093466,0.220817824722825
"Dataset 1 with Ref 3","SNV","sMC","nipals",1,-132.77793336948,2.33431866036804,1.56797894640235
"Dataset 1 with Ref 3","SNV","sMC","kernelpls",11,-0.880288415391867,0.277998619321148,0.2230017390336
"Dataset 1 with Ref 3","SNV","sMC","widekernelpls",8,-1.79763216524116,0.320850278044086,0.273728040009109
"Dataset 1 with Ref 3","SNV","UVE","simpls",6,0.46648320997459,0.149750311113781,0.111289580343757
"Dataset 1 with Ref 3","SNV","UVE","nipals",1,-69.2236971539231,1.63254423460642,1.01658524036511
"Dataset 1 with Ref 3","SNV","UVE","kernelpls",10,0.5465780866512,0.137496002508632,0.100213691882687
"Dataset 1 with Ref 3","SNV","UVE","widekernelpls",2,0.422154013718296,0.158577164436264,0.116641920215942
"Dataset 1 with Ref 3","SNV","GA","simpls",9,0.0452702337045856,0.19766777274413,0.150235110157618
"Dataset 1 with Ref 3","SNV","GA","nipals",1,-31.3074112245943,1.18474782202754,0.796151088236731
"Dataset 1 with Ref 3","SNV","GA","kernelpls",11,-0.089513429446975,0.211830739463362,0.16422355378851
"Dataset 1 with Ref 3","SNV","GA","widekernelpls",8,-1.98695185335907,0.318866783245543,0.259115611310783
"Dataset 1 with Ref 3","1st_Der","None","simpls",3,0.384755198693722,0.1605537075281,0.116737049634022
"Dataset 1 with Ref 3","1st_Der","None","nipals",6,0.437084516663944,0.15640012605807,0.113478614386385
"Dataset 1 with Ref 3","1st_Der","None","kernelpls",3,0.386601053795898,0.159239841349724,0.112331628812634
"Dataset 1 with Ref 3","1st_Der","None","widekernelpls",2,0.420800064090354,0.157309176478171,0.112361617397138
"Dataset 1 with Ref 3","1st_Der","VIP","simpls",3,0.437381330961094,0.156555068605407,0.111283263605402
"Dataset 1 with Ref 3","1st_Der","VIP","nipals",20,0.406452203340687,0.157977053085464,0.112844880326829
"Dataset 1 with Ref 3","1st_Der","VIP","kernelpls",4,0.293445974576523,0.17337364127958,0.123973735770341
"Dataset 1 with Ref 3","1st_Der","VIP","widekernelpls",3,0.437304094766005,0.157009027136264,0.11126280973973
"Dataset 1 with Ref 3","1st_Der","SR","simpls",1,0.429200726747027,0.156720755134992,0.111971093309553
"Dataset 1 with Ref 3","1st_Der","SR","nipals",11,0.370187344697201,0.163361127473415,0.118443131951401
"Dataset 1 with Ref 3","1st_Der","SR","kernelpls",4,0.434233163507759,0.157136676873566,0.112957607374298
"Dataset 1 with Ref 3","1st_Der","SR","widekernelpls",2,0.40469214024023,0.159642406408688,0.114984033249493
"Dataset 1 with Ref 3","1st_Der","sMC","simpls",2,0.434453945479808,0.155778272327532,0.113361491609379
"Dataset 1 with Ref 3","1st_Der","sMC","nipals",3,0.407118383207167,0.159343224029632,0.115536021129434
"Dataset 1 with Ref 3","1st_Der","sMC","kernelpls",2,0.398367816316977,0.159936304103142,0.112419068596462
"Dataset 1 with Ref 3","1st_Der","sMC","widekernelpls",2,0.333330422218647,0.165877560434487,0.113771546009328
"Dataset 1 with Ref 3","1st_Der","UVE","simpls",1,0.437870540235879,0.155682557196571,0.110954196193456
"Dataset 1 with Ref 3","1st_Der","UVE","nipals",3,0.342971815346074,0.168843819760129,0.12203946898956
"Dataset 1 with Ref 3","1st_Der","UVE","kernelpls",1,0.42990933079259,0.155858909711841,0.110240148291801
"Dataset 1 with Ref 3","1st_Der","UVE","widekernelpls",1,0.428740751250216,0.156157105849633,0.110402179045944
"Dataset 1 with Ref 3","1st_Der","GA","simpls",2,0.364107323457309,0.163604970643479,0.114166722047295
"Dataset 1 with Ref 3","1st_Der","GA","nipals",16,0.329071498323356,0.166610617025335,0.119199920425082
"Dataset 1 with Ref 3","1st_Der","GA","kernelpls",2,0.389557131772182,0.162476264539192,0.114234693512826
"Dataset 1 with Ref 3","1st_Der","GA","widekernelpls",2,0.421823317328246,0.158742396808359,0.114116416109035
"Dataset 1 with Ref 3","2nd_Der","None","simpls",3,0.393592564616409,0.161793934614488,0.11568960472665
"Dataset 1 with Ref 3","2nd_Der","None","nipals",20,0.347824066564916,0.168640580451824,0.120905551501998
"Dataset 1 with Ref 3","2nd_Der","None","kernelpls",4,0.392897217988909,0.160977530470838,0.115494731257004
"Dataset 1 with Ref 3","2nd_Der","None","widekernelpls",4,0.40103934056627,0.158790997286405,0.113953258802407
"Dataset 1 with Ref 3","2nd_Der","VIP","simpls",4,0.374089167116849,0.162075936807217,0.117381594758422
"Dataset 1 with Ref 3","2nd_Der","VIP","nipals",20,0.308210945206014,0.171389786929215,0.122869290924749
"Dataset 1 with Ref 3","2nd_Der","VIP","kernelpls",4,0.357226620901055,0.164477624100159,0.120031542444558
"Dataset 1 with Ref 3","2nd_Der","VIP","widekernelpls",3,0.342539551013102,0.168450461985478,0.119764901585491
"Dataset 1 with Ref 3","2nd_Der","SR","simpls",1,0.324345537930129,0.16546661228106,0.118474023638574
"Dataset 1 with Ref 3","2nd_Der","SR","nipals",20,0.256132394658013,0.179064782146447,0.125777328141322
"Dataset 1 with Ref 3","2nd_Der","SR","kernelpls",1,0.328620946564838,0.16872331994347,0.119885325161858
"Dataset 1 with Ref 3","2nd_Der","SR","widekernelpls",1,0.377412202574592,0.162933133538188,0.115824589326085
"Dataset 1 with Ref 3","2nd_Der","sMC","simpls",2,0.437567592920384,0.154391911052731,0.107020894916833
"Dataset 1 with Ref 3","2nd_Der","sMC","nipals",20,0.345273601374231,0.169487654544323,0.123663164457803
"Dataset 1 with Ref 3","2nd_Der","sMC","kernelpls",3,0.40358881821265,0.159666013518056,0.111680381127899
"Dataset 1 with Ref 3","2nd_Der","sMC","widekernelpls",3,0.374097095312959,0.161743805965144,0.115993642247919
"Dataset 1 with Ref 3","2nd_Der","UVE","simpls",1,0.387331577096904,0.162158992389032,0.115621955497383
"Dataset 1 with Ref 3","2nd_Der","UVE","nipals",1,0.311093820285462,0.173789742356125,0.124486664375424
"Dataset 1 with Ref 3","2nd_Der","UVE","kernelpls",1,0.352722302131156,0.162834286152973,0.117943505196168
"Dataset 1 with Ref 3","2nd_Der","UVE","widekernelpls",1,0.391458849338945,0.162491234335034,0.117987204821461
"Dataset 1 with Ref 3","2nd_Der","GA","simpls",2,0.440886061694369,0.153661035621681,0.109591051373599
"Dataset 1 with Ref 3","2nd_Der","GA","nipals",19,0.276349553167734,0.174276546893193,0.122807852038179
"Dataset 1 with Ref 3","2nd_Der","GA","kernelpls",4,0.42996002709249,0.157232449451952,0.110929876908669
"Dataset 1 with Ref 3","2nd_Der","GA","widekernelpls",2,0.465310394294805,0.152803119310929,0.110479780718055
"Dataset 1 with Ref 3","EMSC","None","simpls",8,0.535333571608896,0.138974418036298,0.104055870245027
"Dataset 1 with Ref 3","EMSC","None","nipals",1,-0.0558161362947718,0.209570864177027,0.1457059605221
"Dataset 1 with Ref 3","EMSC","None","kernelpls",13,0.436807063036298,0.149039746438567,0.113056932952325
"Dataset 1 with Ref 3","EMSC","None","widekernelpls",3,0.379436532127035,0.156404517539132,0.113344720607403
"Dataset 1 with Ref 3","EMSC","VIP","simpls",2,-29.57716201942,1.05025920983298,0.864722029377459
"Dataset 1 with Ref 3","EMSC","VIP","nipals",6,-22.7527961176981,0.990073713867472,0.795335277662305
"Dataset 1 with Ref 3","EMSC","VIP","kernelpls",5,-7.93718159611139,0.569250372346329,0.428905516979363
"Dataset 1 with Ref 3","EMSC","VIP","widekernelpls",9,-8.28666358058327,0.585698637424944,0.471479554737113
"Dataset 1 with Ref 3","EMSC","SR","simpls",1,-2.5543426225375,0.371325982140487,0.289801775447412
"Dataset 1 with Ref 3","EMSC","SR","nipals",3,-2.38337779165316,0.360342963827145,0.273287526010996
"Dataset 1 with Ref 3","EMSC","SR","kernelpls",3,-2.05436588521183,0.351148750462075,0.268724737965306
"Dataset 1 with Ref 3","EMSC","SR","widekernelpls",4,-3.06145665035921,0.387219185358392,0.306173954432011
"Dataset 1 with Ref 3","EMSC","sMC","simpls",6,-5.76236006342552,0.527922245613151,0.431597705307622
"Dataset 1 with Ref 3","EMSC","sMC","nipals",1,-8.82583736829735,0.567506869396936,0.477188735281631
"Dataset 1 with Ref 3","EMSC","sMC","kernelpls",8,-3.99131037714498,0.439157325742948,0.395276652319233
"Dataset 1 with Ref 3","EMSC","sMC","widekernelpls",9,-6.06014262326474,0.52183984215874,0.431317022984716
"Dataset 1 with Ref 3","EMSC","UVE","simpls",8,-1.64014320277995,0.333522833987658,0.257568151093599
"Dataset 1 with Ref 3","EMSC","UVE","nipals",9,-2.64148729471589,0.375531854997133,0.293568394599249
"Dataset 1 with Ref 3","EMSC","UVE","kernelpls",10,-2.25480525469089,0.367612458752562,0.289403686042272
"Dataset 1 with Ref 3","EMSC","UVE","widekernelpls",6,-2.61195536867623,0.38907359575359,0.301544748701938
"Dataset 1 with Ref 3","EMSC","GA","simpls",4,-49.4072717166638,1.43643949562334,1.28568282798687
"Dataset 1 with Ref 3","EMSC","GA","nipals",1,-103.515076297472,1.96389590661689,1.73935921041929
"Dataset 1 with Ref 3","EMSC","GA","kernelpls",12,-58.7986185350371,1.40299993283355,1.31271872424107
"Dataset 1 with Ref 3","EMSC","GA","widekernelpls",15,-39.9909624121984,1.28260906482839,1.1798753958663
"Dataset 1 with Ref 3","RNV","None","simpls",4,0.383904412040653,0.16018136230363,0.118834950957207
"Dataset 1 with Ref 3","RNV","None","nipals",2,-779855411.711566,5508.28995185656,4315.66871431416
"Dataset 1 with Ref 3","RNV","None","kernelpls",3,0.416950083086221,0.155284878095879,0.111014344356888
"Dataset 1 with Ref 3","RNV","None","widekernelpls",3,0.32436767483169,0.16853993291454,0.122518314930551
"Dataset 1 with Ref 3","RNV","VIP","simpls",3,0.468421901155981,0.152110739187368,0.107091879126759
"Dataset 1 with Ref 3","RNV","VIP","nipals",2,-820847790.970989,5476.79244148167,4209.61557952564
"Dataset 1 with Ref 3","RNV","VIP","kernelpls",4,0.204346403542408,0.183794956835389,0.131338853067222
"Dataset 1 with Ref 3","RNV","VIP","widekernelpls",3,0.480178642448338,0.150875840285811,0.107490377601049
"Dataset 1 with Ref 3","RNV","SR","simpls",1,0.330389884487386,0.170221858723537,0.12079754131972
"Dataset 1 with Ref 3","RNV","SR","nipals",1,-23849509.6137538,903.66308160639,698.626885706187
"Dataset 1 with Ref 3","RNV","SR","kernelpls",2,0.355616112132415,0.167738033334692,0.117556014483182
"Dataset 1 with Ref 3","RNV","SR","widekernelpls",1,0.303540473167548,0.172860968287228,0.123339862733231
"Dataset 1 with Ref 3","RNV","sMC","simpls",3,0.400487441335297,0.159803727466971,0.11480252519805
"Dataset 1 with Ref 3","RNV","sMC","nipals",2,-650598516.194978,5245.57898934587,4085.83724430436
"Dataset 1 with Ref 3","RNV","sMC","kernelpls",3,0.348635012760849,0.166226704695303,0.117000742529588
"Dataset 1 with Ref 3","RNV","sMC","widekernelpls",3,0.297630391406112,0.170630554870808,0.119462853189023
"Dataset 1 with Ref 3","RNV","UVE","simpls",2,0.440539998957609,0.155703241762093,0.1121709492684
"Dataset 1 with Ref 3","RNV","UVE","nipals",1,-339447436.21988,3777.1559555706,2985.97419938097
"Dataset 1 with Ref 3","RNV","UVE","kernelpls",3,0.447567963720671,0.152343744494598,0.108582779719464
"Dataset 1 with Ref 3","RNV","UVE","widekernelpls",2,0.397930535620717,0.159272189215352,0.11276436910545
"Dataset 1 with Ref 3","RNV","GA","simpls",3,0.353990345337249,0.165813047668556,0.116343365231542
"Dataset 1 with Ref 3","RNV","GA","nipals",2,-97500518.8473444,1948.75430189909,1511.70292524184
"Dataset 1 with Ref 3","RNV","GA","kernelpls",4,0.400416083281243,0.160541415600894,0.115607116024229
"Dataset 1 with Ref 3","RNV","GA","widekernelpls",4,0.337324318870514,0.166590420111878,0.120902528779784
"Dataset 1 with Ref 4","Raw","None","simpls",4,0.413948701372531,0.137138938807851,0.0999758924915089
"Dataset 1 with Ref 4","Raw","None","nipals",2,-32.7126547664941,1.04299828830119,0.722688147733513
"Dataset 1 with Ref 4","Raw","None","kernelpls",4,0.346781027107476,0.143169211329814,0.104348945315784
"Dataset 1 with Ref 4","Raw","None","widekernelpls",4,0.248034409211118,0.153058595753615,0.112325853247677
"Dataset 1 with Ref 4","Raw","VIP","simpls",2,0.449063583523911,0.13407291875653,0.0952707591469292
"Dataset 1 with Ref 4","Raw","VIP","nipals",2,-31.4864719438914,1.01056918342993,0.690602332616057
"Dataset 1 with Ref 4","Raw","VIP","kernelpls",3,0.446047356954961,0.134694832903615,0.0949078659068289
"Dataset 1 with Ref 4","Raw","VIP","widekernelpls",3,0.46635485546288,0.132429400301804,0.0952222385402537
"Dataset 1 with Ref 4","Raw","SR","simpls",5,0.325540195962586,0.149257826795211,0.105785111688463
"Dataset 1 with Ref 4","Raw","SR","nipals",4,-6.96711819466564,0.499385629619453,0.356446476216967
"Dataset 1 with Ref 4","Raw","SR","kernelpls",1,0.320864647146794,0.149309925474598,0.107491525103523
"Dataset 1 with Ref 4","Raw","SR","widekernelpls",5,0.322016399134047,0.149410834699634,0.105358590132296
"Dataset 1 with Ref 4","Raw","sMC","simpls",3,0.432213681484994,0.137038656874679,0.0986813431809205
"Dataset 1 with Ref 4","Raw","sMC","nipals",2,-29.7575763859577,0.989345124330507,0.671402468919096
"Dataset 1 with Ref 4","Raw","sMC","kernelpls",4,0.311236657264574,0.150748547219241,0.104893007477573
"Dataset 1 with Ref 4","Raw","sMC","widekernelpls",3,0.454279823725484,0.133780006147142,0.0985160283520508
"Dataset 1 with Ref 4","Raw","UVE","simpls",1,0.352737580594486,0.145949663959576,0.106841497089441
"Dataset 1 with Ref 4","Raw","UVE","nipals",13,-9.36850352020717,0.556591864813087,0.385564268282203
"Dataset 1 with Ref 4","Raw","UVE","kernelpls",1,0.240140930017387,0.157511221556628,0.1139644684799
"Dataset 1 with Ref 4","Raw","UVE","widekernelpls",1,0.298451168849275,0.150222949135324,0.110922724102361
"Dataset 1 with Ref 4","Raw","GA","simpls",2,0.427108705040303,0.136395726230956,0.0971947281197464
"Dataset 1 with Ref 4","Raw","GA","nipals",2,-6.09640247113822,0.456596734147161,0.315723004527073
"Dataset 1 with Ref 4","Raw","GA","kernelpls",4,0.372226552450206,0.141542710900463,0.100952838987471
"Dataset 1 with Ref 4","Raw","GA","widekernelpls",4,0.442574600746641,0.135435799631002,0.0961529771370181
"Dataset 1 with Ref 4","SNV","None","simpls",4,-0.215827484096614,0.200040531391618,0.159234351923795
"Dataset 1 with Ref 4","SNV","None","nipals",1,-157.560409137526,2.18191222601481,1.46659517759641
"Dataset 1 with Ref 4","SNV","None","kernelpls",7,-1.31314676129461,0.261782466779482,0.209961217958986
"Dataset 1 with Ref 4","SNV","None","widekernelpls",11,-0.340896433477356,0.210284649990691,0.172724813554799
"Dataset 1 with Ref 4","SNV","VIP","simpls",7,-0.326192344677067,0.194491588296026,0.154168144214167
"Dataset 1 with Ref 4","SNV","VIP","nipals",1,-184.998452727842,2.1175322648363,1.47551529104308
"Dataset 1 with Ref 4","SNV","VIP","kernelpls",10,-0.340303558546039,0.201891125048265,0.158573031995046
"Dataset 1 with Ref 4","SNV","VIP","widekernelpls",10,0.190803885842557,0.163067839514914,0.128653686486381
"Dataset 1 with Ref 4","SNV","SR","simpls",4,-0.943482228572458,0.21376945360209,0.175923241602565
"Dataset 1 with Ref 4","SNV","SR","nipals",1,-118.540302492693,1.88059628499909,1.28450140198122
"Dataset 1 with Ref 4","SNV","SR","kernelpls",5,-0.0797119183434152,0.187201729952802,0.148400846221955
"Dataset 1 with Ref 4","SNV","SR","widekernelpls",5,-0.423141284618419,0.203626141503868,0.160876314007072
"Dataset 1 with Ref 4","SNV","sMC","simpls",6,-1.19414414529917,0.252999683310955,0.210316364440539
"Dataset 1 with Ref 4","SNV","sMC","nipals",1,-92.3362879218882,1.70319448602412,1.15069831035915
"Dataset 1 with Ref 4","SNV","sMC","kernelpls",9,-1.53770006756791,0.282171916246428,0.226035990918409
"Dataset 1 with Ref 4","SNV","sMC","widekernelpls",9,-1.03137489252662,0.247881390738697,0.199749408221698
"Dataset 1 with Ref 4","SNV","UVE","simpls",6,0.594953626041932,0.115775594355201,0.0867088348983713
"Dataset 1 with Ref 4","SNV","UVE","nipals",1,-38.5641331978429,1.073587640562,0.710000321613935
"Dataset 1 with Ref 4","SNV","UVE","kernelpls",6,0.628461613253226,0.108083628866896,0.0788334629018907
"Dataset 1 with Ref 4","SNV","UVE","widekernelpls",2,0.558520119134757,0.120914721579121,0.0891719018165029
"Dataset 1 with Ref 4","SNV","GA","simpls",7,-0.212347921154555,0.195381965936975,0.153238517539301
"Dataset 1 with Ref 4","SNV","GA","nipals",1,-31.8255983788074,1.03737165010749,0.707748554406805
"Dataset 1 with Ref 4","SNV","GA","kernelpls",10,-0.337453306489467,0.202386357992463,0.164128528187963
"Dataset 1 with Ref 4","SNV","GA","widekernelpls",7,-2.91616705821241,0.305189648510748,0.2433711816685
"Dataset 1 with Ref 4","1st_Der","None","simpls",3,0.399857532210682,0.139053923951088,0.101979181714555
"Dataset 1 with Ref 4","1st_Der","None","nipals",6,0.442313131214181,0.135457900178178,0.097814604797615
"Dataset 1 with Ref 4","1st_Der","None","kernelpls",3,0.406489390801744,0.137913717354345,0.0987428885039969
"Dataset 1 with Ref 4","1st_Der","None","widekernelpls",2,0.429353700582679,0.136241411847436,0.0983825948712684
"Dataset 1 with Ref 4","1st_Der","VIP","simpls",3,0.440351320236971,0.135589819340167,0.0971197311791042
"Dataset 1 with Ref 4","1st_Der","VIP","nipals",20,0.433111607184896,0.136822860965445,0.0996982770989883
"Dataset 1 with Ref 4","1st_Der","VIP","kernelpls",4,0.31679022770884,0.150155332583074,0.108376290211994
"Dataset 1 with Ref 4","1st_Der","VIP","widekernelpls",3,0.439467183750569,0.135986395948274,0.0968750859439395
"Dataset 1 with Ref 4","1st_Der","SR","simpls",2,0.446294883393444,0.135144211751992,0.0961087559439657
"Dataset 1 with Ref 4","1st_Der","SR","nipals",2,0.403730770578602,0.139351528170888,0.10134960736613
"Dataset 1 with Ref 4","1st_Der","SR","kernelpls",2,0.448048966935287,0.135192527773755,0.098153770856583
"Dataset 1 with Ref 4","1st_Der","SR","widekernelpls",2,0.367025039884928,0.144623712113161,0.102683207463432
"Dataset 1 with Ref 4","1st_Der","sMC","simpls",2,0.414006960978678,0.13783194143031,0.10056795750959
"Dataset 1 with Ref 4","1st_Der","sMC","nipals",3,0.42628319904523,0.138120568254999,0.0997050062208091
"Dataset 1 with Ref 4","1st_Der","sMC","kernelpls",2,0.378220781125356,0.141671631224257,0.0995965117755693
"Dataset 1 with Ref 4","1st_Der","sMC","widekernelpls",2,0.343314923605801,0.144607557638098,0.100051449451917
"Dataset 1 with Ref 4","1st_Der","UVE","simpls",1,0.443129922878916,0.135200865604469,0.0964017083068172
"Dataset 1 with Ref 4","1st_Der","UVE","nipals",8,0.347353782374997,0.1467878830161,0.105601503227383
"Dataset 1 with Ref 4","1st_Der","UVE","kernelpls",1,0.438861200872933,0.135608123781676,0.0963945673784434
"Dataset 1 with Ref 4","1st_Der","UVE","widekernelpls",1,0.429524281157372,0.135568127298001,0.0957788250478009
"Dataset 1 with Ref 4","1st_Der","GA","simpls",2,0.373572061706482,0.144354883267867,0.103779165327074
