"Dataset","Preprocessing","Var_Selection","Model_Method","Best_Mtry","R2","RMSE","MAE"
"Dataset 2 with Ref 4","SNV","PCA","Conditional_Inference_Forest",10,0.558193961537805,0.121365036919413,0.0840582655081363
"Dataset 2 with Ref 4","SNV","Kernel_PCA","Conditional_Inference_Forest",10,0.550034290067617,0.12248064880977,0.0863049504196863
"Dataset 2 with Ref 4","1st_Der","None","Conditional_Inference_Forest",46,0.599961281443288,0.115485851908352,0.0814344527303755
"Dataset 2 with Ref 4","1st_Der","VIP","Conditional_Inference_Forest",23,0.605995486301689,0.114611545056623,0.0808218819743001
"Dataset 2 with Ref 4","1st_Der","GA","Conditional_Inference_Forest",3,0.385842378390798,0.143092770219575,0.10326673465972
"Dataset 2 with Ref 4","1st_Der","PCA","Conditional_Inference_Forest",10,0.508313469506682,0.12803300073056,0.0908097514537351
"Dataset 2 with Ref 4","1st_Der","Kernel_PCA","Conditional_Inference_Forest",10,0.520688183003324,0.126411573374823,0.0898173872436796
"Dataset 2 with Ref 4","2nd_Der","None","Conditional_Inference_Forest",9,0.519477037756579,0.126571183649564,0.0898373685920666
"Dataset 2 with Ref 4","2nd_Der","VIP","Conditional_Inference_Forest",5,0.548191607815066,0.122731181597646,0.0859966261551321
"Dataset 2 with Ref 4","2nd_Der","GA","Conditional_Inference_Forest",3,0.484562813539893,0.131088816484037,0.093163732267735
"Dataset 2 with Ref 4","2nd_Der","PCA","Conditional_Inference_Forest",10,0.487726095811232,0.130685945758349,0.0929677533391505
"Dataset 2 with Ref 4","2nd_Der","Kernel_PCA","Conditional_Inference_Forest",10,0.545814046065451,0.123053683444574,0.0868276349650436
"Dataset 2 with Ref 4","EMSC","None","Conditional_Inference_Forest",9,0.527320518297006,0.125533935433789,0.0875696613305232
"Dataset 2 with Ref 4","EMSC","VIP","Conditional_Inference_Forest",7,0.483273495442246,0.131252667313954,0.0909712737298963
"Dataset 2 with Ref 4","EMSC","GA","Conditional_Inference_Forest",3,0.474300062487049,0.132387423885398,0.0930646182817607
"Dataset 2 with Ref 4","EMSC","PCA","Conditional_Inference_Forest",10,0.488827169276513,0.130545423051151,0.0922027354516334
"Dataset 2 with Ref 4","EMSC","Kernel_PCA","Conditional_Inference_Forest",10,0.539220276777624,0.123943697645439,0.0857825525937677
"Dataset 2 with Ref 4","RNV","None","Conditional_Inference_Forest",50,0.376519943049154,0.144174698491733,0.10387934292252
"Dataset 2 with Ref 4","RNV","VIP","Conditional_Inference_Forest",20,0.357374884584585,0.146371531220165,0.105086676918093
"Dataset 2 with Ref 4","RNV","GA","Conditional_Inference_Forest",2,0.358822944978969,0.146206524944311,0.105076080949403
"Dataset 2 with Ref 4","RNV","PCA","Conditional_Inference_Forest",10,0.421456935097317,0.138881888912563,0.0984652526405551
"Dataset 2 with Ref 4","RNV","Kernel_PCA","Conditional_Inference_Forest",6,0.321836250722607,0.150364409897795,0.107730691450787
"Dataset 3 with Ref 1","Raw","None","Conditional_Inference_Forest",93,0.177117865970767,1.6745939742938,1.041640741452
"Dataset 3 with Ref 1","Raw","VIP","Conditional_Inference_Forest",25,0.175120121155103,1.67662548239499,1.0524351291079
"Dataset 3 with Ref 1","Raw","GA","Conditional_Inference_Forest",11,0.172354540839809,1.67943374730565,1.0475279453123
"Dataset 3 with Ref 1","Raw","PCA","Conditional_Inference_Forest",10,0.251103461585952,1.59753955144301,0.966849514792072
"Dataset 3 with Ref 1","Raw","Kernel_PCA","Conditional_Inference_Forest",10,0.227582817208432,1.62243262438709,0.989230258107559
"Dataset 3 with Ref 1","SNV","None","Conditional_Inference_Forest",13,0.403815576977495,1.42538117858166,0.89491625296545
"Dataset 3 with Ref 1","SNV","VIP","Conditional_Inference_Forest",8,0.406301287235992,1.42240660787593,0.898117196363115
"Dataset 3 with Ref 1","SNV","GA","Conditional_Inference_Forest",11,0.406367465811873,1.42232732905574,0.896871185184729
"Dataset 3 with Ref 1","SNV","PCA","Conditional_Inference_Forest",10,0.293921235764649,1.55119816573254,0.94351142844713
"Dataset 3 with Ref 1","SNV","Kernel_PCA","Conditional_Inference_Forest",10,0.230765769271992,1.61908633923496,1.00797023883149
"Dataset 3 with Ref 1","1st_Der","None","Conditional_Inference_Forest",96,0.355214545302019,1.48234169145547,0.920432380111549
"Dataset 3 with Ref 1","1st_Der","VIP","Conditional_Inference_Forest",59,0.372732883950345,1.46206596637699,0.929158968518135
"Dataset 3 with Ref 1","1st_Der","GA","Conditional_Inference_Forest",9,0.268118994728956,1.57928658187901,0.984955670205745
"Dataset 3 with Ref 1","1st_Der","PCA","Conditional_Inference_Forest",10,0.304487919607212,1.53954733526793,0.948238243817815
"Dataset 3 with Ref 1","1st_Der","Kernel_PCA","Conditional_Inference_Forest",10,0.374734707918353,1.45973112571911,0.914221930549744
"Dataset 3 with Ref 1","2nd_Der","None","Conditional_Inference_Forest",64,0.314260727425332,1.52869279516272,0.960425371534575
"Dataset 3 with Ref 1","2nd_Der","VIP","Conditional_Inference_Forest",32,0.345563696111956,1.49339398959578,0.946619879997831
"Dataset 3 with Ref 1","2nd_Der","GA","Conditional_Inference_Forest",4,0.250693124231331,1.59797715553747,0.974170197149875
"Dataset 3 with Ref 1","2nd_Der","PCA","Conditional_Inference_Forest",10,0.312101904651855,1.53109719553325,0.944230654345952
"Dataset 3 with Ref 1","2nd_Der","Kernel_PCA","Conditional_Inference_Forest",10,0.284232416288357,1.56180468197117,0.952755812221079
"Dataset 3 with Ref 1","EMSC","None","Conditional_Inference_Forest",13,0.528335202495506,1.26781953590878,0.803741534349338
"Dataset 3 with Ref 1","EMSC","VIP","Conditional_Inference_Forest",39,0.525841154024633,1.27116707682214,0.808265677916309
"Dataset 3 with Ref 1","EMSC","GA","Conditional_Inference_Forest",9,0.425882303451034,1.39875346180372,0.892208317743827
"Dataset 3 with Ref 1","EMSC","PCA","Conditional_Inference_Forest",10,0.30570441594839,1.53820036128554,0.939716427644651
"Dataset 3 with Ref 1","EMSC","Kernel_PCA","Conditional_Inference_Forest",10,0.329352055594412,1.51177794911859,0.936362276879227
"Dataset 3 with Ref 1","RNV","None","Conditional_Inference_Forest",100,0.182299267335935,1.66931348215367,1.03328990919065
"Dataset 3 with Ref 1","RNV","VIP","Conditional_Inference_Forest",39,0.174195859074302,1.67756453276704,1.04887738974347
"Dataset 3 with Ref 1","RNV","GA","Conditional_Inference_Forest",9,0.170683499910441,1.68112830587203,1.05105750620715
"Dataset 3 with Ref 1","RNV","PCA","Conditional_Inference_Forest",10,0.245164471313061,1.60386154341308,0.968102197295466
"Dataset 3 with Ref 1","RNV","Kernel_PCA","Conditional_Inference_Forest",6,0.136817181153951,1.71511048220167,1.05530819678351
"Dataset 3 with Ref 2","Raw","None","Conditional_Inference_Forest",62,0.117953949760734,1.72902598919928,0.966844878430664
"Dataset 3 with Ref 2","Raw","VIP","Conditional_Inference_Forest",8,0.119412051608959,1.72759627997278,0.966552283376324
"Dataset 3 with Ref 2","Raw","GA","Conditional_Inference_Forest",12,0.111311461061938,1.73552422918782,0.968545032748986
"Dataset 3 with Ref 2","Raw","PCA","Conditional_Inference_Forest",10,0.162503135287015,1.6847966349035,0.9194985675844
"Dataset 3 with Ref 2","Raw","Kernel_PCA","Conditional_Inference_Forest",4,0.151745159705117,1.69558304318551,0.935120387958383
"Dataset 3 with Ref 2","SNV","None","Conditional_Inference_Forest",13,0.294329195206824,1.54652507698889,0.821423392775622
"Dataset 3 with Ref 2","SNV","VIP","Conditional_Inference_Forest",9,0.292920972493399,1.54806741534894,0.821525642676349
"Dataset 3 with Ref 2","SNV","GA","Conditional_Inference_Forest",6,0.288943483017349,1.55241543490473,0.823636369404461
"Dataset 3 with Ref 2","SNV","PCA","Conditional_Inference_Forest",10,0.21954406066926,1.62641018936193,0.874584120633422
"Dataset 3 with Ref 2","SNV","Kernel_PCA","Conditional_Inference_Forest",10,0.181020821136464,1.66606646096347,0.913125584334957
"Dataset 3 with Ref 2","1st_Der","None","Conditional_Inference_Forest",13,0.255375191715826,1.58863688622696,0.861275404110418
"Dataset 3 with Ref 2","1st_Der","VIP","Conditional_Inference_Forest",9,0.273094635574332,1.56962110085866,0.841987343014857
"Dataset 3 with Ref 2","1st_Der","GA","Conditional_Inference_Forest",9,0.202187853192773,1.64439524992915,0.891708012586564
"Dataset 3 with Ref 2","1st_Der","PCA","Conditional_Inference_Forest",10,0.210443349149749,1.63586529745576,0.895159446741909
"Dataset 3 with Ref 2","1st_Der","Kernel_PCA","Conditional_Inference_Forest",10,0.249667643386286,1.59471371372242,0.873508347978766
"Dataset 3 with Ref 2","2nd_Der","None","Conditional_Inference_Forest",13,0.214889190208532,1.63125317497345,0.886074163331873
"Dataset 3 with Ref 2","2nd_Der","VIP","Conditional_Inference_Forest",8,0.239102376359828,1.60590187568217,0.87263233601238
"Dataset 3 with Ref 2","2nd_Der","GA","Conditional_Inference_Forest",4,0.165787572555316,1.68148973007426,0.922629801026723
"Dataset 3 with Ref 2","2nd_Der","PCA","Conditional_Inference_Forest",10,0.23387551304294,1.61140817746923,0.889361407280285
"Dataset 3 with Ref 2","2nd_Der","Kernel_PCA","Conditional_Inference_Forest",10,0.191712511673752,1.65515556906572,0.899116238135887
"Dataset 3 with Ref 2","EMSC","None","Conditional_Inference_Forest",13,0.39866268743373,1.42762770576326,0.724666535004171
"Dataset 3 with Ref 2","EMSC","VIP","Conditional_Inference_Forest",9,0.39870215712803,1.42758085273037,0.722186038883865
"Dataset 3 with Ref 2","EMSC","GA","Conditional_Inference_Forest",6,0.401682958862091,1.42403799758259,0.721586993826733
"Dataset 3 with Ref 2","EMSC","PCA","Conditional_Inference_Forest",10,0.250664356930245,1.5936541826072,0.864983767062523
"Dataset 3 with Ref 2","EMSC","Kernel_PCA","Conditional_Inference_Forest",10,0.250420051716918,1.59391395024266,0.859285165258312
"Dataset 3 with Ref 2","RNV","None","Conditional_Inference_Forest",67,0.121931673711821,1.72512292795376,0.965732357186109
"Dataset 3 with Ref 2","RNV","VIP","Conditional_Inference_Forest",8,0.117584510148851,1.72938804729018,0.966421285275097
"Dataset 3 with Ref 2","RNV","GA","Conditional_Inference_Forest",8,0.1254272655803,1.7216856445674,0.96407467800162
"Dataset 3 with Ref 2","RNV","PCA","Conditional_Inference_Forest",10,0.166023135382454,1.68125230587167,0.920309732380997
"Dataset 3 with Ref 2","RNV","Kernel_PCA","Conditional_Inference_Forest",4,0.0889329981420364,1.75723987657586,0.988478571140711
"Dataset 3 with Ref 3","Raw","None","Conditional_Inference_Forest",62,0.355840211802516,0.169142574395651,0.119874601861188
"Dataset 3 with Ref 3","Raw","VIP","Conditional_Inference_Forest",30,0.344265543790784,0.17065543868141,0.120983092172971
"Dataset 3 with Ref 3","Raw","GA","Conditional_Inference_Forest",7,0.341095166992905,0.171067487834974,0.121648326840098
"Dataset 3 with Ref 3","Raw","PCA","Conditional_Inference_Forest",10,0.446587423680094,0.156776383986025,0.110170378417711
"Dataset 3 with Ref 3","Raw","Kernel_PCA","Conditional_Inference_Forest",10,0.446412817092394,0.156801114206977,0.110883566182754
"Dataset 3 with Ref 3","SNV","None","Conditional_Inference_Forest",62,0.625897925820668,0.12889948709069,0.0902675144706181
"Dataset 3 with Ref 3","SNV","VIP","Conditional_Inference_Forest",27,0.629916112260815,0.128205371078386,0.0896413777219312
"Dataset 3 with Ref 3","SNV","GA","Conditional_Inference_Forest",9,0.628826141613343,0.128394027429822,0.0886539655764247
"Dataset 3 with Ref 3","SNV","PCA","Conditional_Inference_Forest",10,0.527503914270479,0.144862254113555,0.102803404475885
"Dataset 3 with Ref 3","SNV","Kernel_PCA","Conditional_Inference_Forest",10,0.475948651918807,0.15256083338338,0.107385821595467
"Dataset 3 with Ref 3","1st_Der","None","Conditional_Inference_Forest",96,0.580436814173187,0.136506967336006,0.0977415940037729
"Dataset 3 with Ref 3","1st_Der","VIP","Conditional_Inference_Forest",38,0.583566014568137,0.135996964176765,0.0976316263420127
"Dataset 3 with Ref 3","1st_Der","GA","Conditional_Inference_Forest",11,0.574106120646784,0.137532972833599,0.0980096170902954
"Dataset 3 with Ref 3","1st_Der","PCA","Conditional_Inference_Forest",10,0.476396330226081,0.152495655831313,0.106770694093099
"Dataset 3 with Ref 3","1st_Der","Kernel_PCA","Conditional_Inference_Forest",10,0.524941665231692,0.145254502158976,0.103088852866088
"Dataset 3 with Ref 3","2nd_Der","None","Conditional_Inference_Forest",64,0.501279687240151,0.148828004873885,0.106896469257588
"Dataset 3 with Ref 3","2nd_Der","VIP","Conditional_Inference_Forest",35,0.523494475005925,0.145475581372,0.103480091167504
"Dataset 3 with Ref 3","2nd_Der","GA","Conditional_Inference_Forest",13,0.476291514410708,0.152510918478985,0.109637185948411
"Dataset 3 with Ref 3","2nd_Der","PCA","Conditional_Inference_Forest",10,0.441823758521633,0.157449688107185,0.112153170402059
"Dataset 3 with Ref 3","2nd_Der","Kernel_PCA","Conditional_Inference_Forest",10,0.475818241369621,0.152579814638306,0.108243743972519
"Dataset 3 with Ref 3","EMSC","None","Conditional_Inference_Forest",13,0.672217980321934,0.120655936427377,0.0862480326890734
"Dataset 3 with Ref 3","EMSC","VIP","Conditional_Inference_Forest",10,0.673991637274723,0.120329053758786,0.0860970886759865
"Dataset 3 with Ref 3","EMSC","GA","Conditional_Inference_Forest",11,0.659157243033808,0.123036272681785,0.0851858435708407
"Dataset 3 with Ref 3","EMSC","PCA","Conditional_Inference_Forest",10,0.50374716826428,0.148459375779524,0.105528243574605
"Dataset 3 with Ref 3","EMSC","Kernel_PCA","Conditional_Inference_Forest",10,0.504588644472513,0.148333454044508,0.103668027463486
"Dataset 3 with Ref 3","RNV","None","Conditional_Inference_Forest",100,0.355552810958533,0.169180302843263,0.120191691301151
"Dataset 3 with Ref 3","RNV","VIP","Conditional_Inference_Forest",32,0.343594267585067,0.170742766433715,0.120959292512342
"Dataset 3 with Ref 3","RNV","GA","Conditional_Inference_Forest",11,0.345214680618979,0.170531887131582,0.121131248197756
"Dataset 3 with Ref 3","RNV","PCA","Conditional_Inference_Forest",10,0.459856710082726,0.154885450697421,0.10910038898953
"Dataset 3 with Ref 3","RNV","Kernel_PCA","Conditional_Inference_Forest",4,0.314351285762127,0.174504633974135,0.12362350105709
"Dataset 3 with Ref 4","Raw","None","Conditional_Inference_Forest",93,0.359167013319534,0.146167291017812,0.104653593756572
"Dataset 3 with Ref 4","Raw","VIP","Conditional_Inference_Forest",46,0.345098812507767,0.147762985608497,0.105794783618856
"Dataset 3 with Ref 4","Raw","GA","Conditional_Inference_Forest",7,0.342091412813895,0.148101871357518,0.10610053319875
"Dataset 3 with Ref 4","Raw","PCA","Conditional_Inference_Forest",10,0.43656348597566,0.137056697486849,0.0970626300059401
"Dataset 3 with Ref 4","Raw","Kernel_PCA","Conditional_Inference_Forest",10,0.432265699750041,0.137578425635248,0.0969450408882708
"Dataset 3 with Ref 4","SNV","None","Conditional_Inference_Forest",62,0.625596296715659,0.111724349967337,0.078443922612153
"Dataset 3 with Ref 4","SNV","VIP","Conditional_Inference_Forest",40,0.629297129312879,0.111170803156186,0.0779225556871592
"Dataset 3 with Ref 4","SNV","GA","Conditional_Inference_Forest",8,0.625012594221545,0.111811406243182,0.0768037957772623
"Dataset 3 with Ref 4","SNV","PCA","Conditional_Inference_Forest",10,0.511864019713054,0.127569889369361,0.0905126423472251
"Dataset 3 with Ref 4","SNV","Kernel_PCA","Conditional_Inference_Forest",10,0.454702656062546,0.134832460488096,0.0951851987275799
"Dataset 3 with Ref 4","1st_Der","None","Conditional_Inference_Forest",96,0.585547654753207,0.117547952664072,0.0835517823938935
"Dataset 3 with Ref 4","1st_Der","VIP","Conditional_Inference_Forest",40,0.589030956186773,0.117052939285242,0.0834995951357737
"Dataset 3 with Ref 4","1st_Der","GA","Conditional_Inference_Forest",11,0.510871082153086,0.127699571045772,0.0920790937650826
"Dataset 3 with Ref 4","1st_Der","PCA","Conditional_Inference_Forest",10,0.476110764404286,0.132159231986289,0.09379287587717
"Dataset 3 with Ref 4","1st_Der","Kernel_PCA","Conditional_Inference_Forest",10,0.51442798073366,0.127234414342266,0.0907080417273355
"Dataset 3 with Ref 4","2nd_Der","None","Conditional_Inference_Forest",96,0.499387847602999,0.129189870417596,0.0932040398383015
"Dataset 3 with Ref 4","2nd_Der","VIP","Conditional_Inference_Forest",20,0.524301207504572,0.12593423059671,0.0902570501725737
"Dataset 3 with Ref 4","2nd_Der","GA","Conditional_Inference_Forest",4,0.450137003539022,0.135395744878072,0.0985939238007556
"Dataset 3 with Ref 4","2nd_Der","PCA","Conditional_Inference_Forest",6,0.450155164286369,0.135393508950001,0.0974017400316043
"Dataset 3 with Ref 4","2nd_Der","Kernel_PCA","Conditional_Inference_Forest",10,0.475774479227407,0.132201641772498,0.0941973437391235
"Dataset 3 with Ref 4","EMSC","None","Conditional_Inference_Forest",13,0.670524429304386,0.104806779961509,0.0740546475435565
"Dataset 3 with Ref 4","EMSC","VIP","Conditional_Inference_Forest",10,0.674239605774875,0.104214202539809,0.0735384495957849
"Dataset 3 with Ref 4","EMSC","GA","Conditional_Inference_Forest",7,0.671336394886041,0.104677556430968,0.0736749060023817
"Dataset 3 with Ref 4","EMSC","PCA","Conditional_Inference_Forest",10,0.49486120037104,0.129772637878814,0.0918315238614839
"Dataset 3 with Ref 4","EMSC","Kernel_PCA","Conditional_Inference_Forest",10,0.494255935552995,0.129850362354946,0.0913369643614838
"Dataset 3 with Ref 4","RNV","None","Conditional_Inference_Forest",100,0.366112858291262,0.145372995619164,0.104615384179891
"Dataset 3 with Ref 4","RNV","VIP","Conditional_Inference_Forest",32,0.345094571387073,0.147763464062082,0.106015047985908
"Dataset 3 with Ref 4","RNV","GA","Conditional_Inference_Forest",11,0.360068091885318,0.14606449157773,0.104577705725573
"Dataset 3 with Ref 4","RNV","PCA","Conditional_Inference_Forest",10,0.444541299236394,0.136082931302472,0.0966191930760206
"Dataset 3 with Ref 4","RNV","Kernel_PCA","Conditional_Inference_Forest",4,0.317197721909479,0.15087776752375,0.107196899902486
